latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
2025-09-15T21:00,20.4,20.8,0.00,0.00,3,13.5,99
2025-09-15T22:00,19.8,20.6,0.00,0.00,3,12.2,92
2025-09-15T23:00,19.5,20.0,0.00,0.00,3,12.9,72
2025-09-16T00:00,19.4,19.7,0.00,0.00,3,13.9,56
2025-09-16T01:00,19.0,19.4,0.00,0.00,3,14.7,53
2025-09-16T02:00,18.5,19.1,0.00,0.00,3,14.8,49
2025-09-16T03:00,18.3,19.0,0.00,0.00,3,15.1,52
2025-09-16T04:00,18.2,18.8,0.00,0.00,3,17.2,47
2025-09-16T05:00,17.9,18.7,0.00,0.00,3,18.1,40
2025-09-16T06:00,17.5,18.1,0.00,0.00,1,20.1,36
2025-09-16T07:00,18.5,18.8,0.00,0.00,3,16.4,42
2025-09-16T08:00,19.2,19.2,0.00,0.00,3,15.8,34
2025-09-16T09:00,20.6,20.3,0.00,0.00,3,15.4,36
2025-09-16T10:00,22.4,21.4,0.00,0.00,3,17.5,53
2025-09-16T11:00,23.6,21.9,0.00,0.00,3,21.4,59
2025-09-16T12:00,24.5,23.2,0.00,0.00,3,25.2,61
2025-09-16T13:00,23.2,20.8,0.00,0.00,3,25.8,64
2025-09-16T14:00,23.1,21.1,0.00,0.00,3,23.0,62
2025-09-16T15:00,23.5,21.3,0.00,0.00,3,22.1,64
2025-09-16T16:00,22.3,20.0,0.00,0.00,3,21.2,64
2025-09-16T17:00,22.1,19.7,0.00,0.00,1,21.2,73
2025-09-16T18:00,20.8,18.7,0.00,0.00,3,20.9,71
2025-09-16T19:00,20.0,18.3,0.00,0.00,3,20.7,73
2025-09-16T20:00,19.6,18.4,0.00,0.00,3,22.1,71
2025-09-16T21:00,19.3,18.0,0.00,0.00,3,21.7,69
2025-09-16T22:00,18.8,17.4,0.00,0.00,3,21.1,74
2025-09-16T23:00,18.4,16.9,0.00,0.00,3,22.8,70
2025-09-17T00:00,18.4,17.4,0.00,0.00,3,20.2,66
2025-09-17T01:00,18.0,17.1,0.00,0.00,3,21.5,60
2025-09-17T02:00,17.8,17.0,0.00,0.00,3,23.5,58
2025-09-17T03:00,17.6,17.0,0.00,0.00,2,24.5,66
2025-09-17T04:00,17.5,16.9,0.20,0.20,51,23.5,58
2025-09-17T05:00,17.3,17.0,0.00,0.00,0,20.4,52
2025-09-17T06:00,17.2,16.6,0.00,0.00,3,22.6,50
2025-09-17T07:00,18.0,17.7,0.00,0.00,3,19.0,43
2025-09-17T08:00,18.5,17.3,0.00,0.00,3,20.3,42
2025-09-17T09:00,19.9,18.7,0.00,0.00,3,19.9,48
2025-09-17T10:00,20.0,19.3,0.00,0.00,3,18.7,47
2025-09-17T11:00,20.1,20.1,5.40,5.40,63,17.0,41
2025-09-17T12:00,20.5,20.2,0.20,0.20,51,21.4,54
2025-09-17T13:00,21.1,21.0,0.30,0.30,51,21.3,50
2025-09-17T14:00,20.9,20.9,0.40,0.40,51,23.0,58
2025-09-17T15:00,20.8,21.0,0.10,0.10,51,22.0,56
2025-09-17T16:00,20.5,21.0,0.00,0.00,3,19.3,56
2025-09-17T17:00,20.2,20.9,0.10,0.10,51,20.2,54
2025-09-17T18:00,19.9,20.6,0.10,0.10,51,20.1,63
2025-09-17T19:00,19.6,20.5,0.00,0.00,3,17.7,59
2025-09-17T20:00,19.5,21.1,0.00,0.00,3,16.2,66
2025-09-17T21:00,19.3,21.2,0.00,0.00,3,14.9,68
2025-09-17T22:00,19.3,21.6,0.00,0.00,3,11.1,54
2025-09-17T23:00,19.2,21.6,0.00,0.00,3,9.9,35
2025-09-18T00:00,19.3,21.7,0.00,0.00,3,9.9,10
2025-09-18T01:00,19.2,21.5,0.00,0.00,3,10.7,13
2025-09-18T02:00,19.1,21.2,0.00,0.00,3,11.0,25
2025-09-18T03:00,18.9,20.6,0.10,0.10,51,12.6,14
2025-09-18T04:00,18.6,20.2,0.00,0.00,3,14.0,9
2025-09-18T05:00,18.5,20.1,0.00,0.00,2,12.4,10
2025-09-18T06:00,18.2,20.1,0.00,0.00,2,9.9,16
2025-09-18T07:00,18.9,20.6,0.00,0.00,1,7.3,10
2025-09-18T08:00,20.1,22.4,0.00,0.00,0,2.3,356
2025-09-18T09:00,21.7,23.7,0.00,0.00,0,4.2,317
2025-09-18T10:00,23.0,25.2,0.00,0.00,0,6.4,308
2025-09-18T11:00,24.2,26.8,0.00,0.00,0,8.2,306
2025-09-18T12:00,25.4,28.2,0.00,0.00,0,6.8,305
2025-09-18T13:00,26.2,28.9,0.00,0.00,0,6.9,293
2025-09-18T14:00,26.9,28.7,0.00,0.00,0,8.4,293
2025-09-18T15:00,27.2,28.0,0.00,0.00,0,9.8,293
2025-09-18T16:00,27.4,28.0,0.00,0.00,0,11.8,296
2025-09-18T17:00,26.8,28.6,0.00,0.00,0,9.5,285
2025-09-18T18:00,24.9,26.8,0.00,0.00,0,10.8,244
2025-09-18T19:00,23.4,24.7,0.00,0.00,0,16.6,255
2025-09-18T20:00,23.0,25.1,0.00,0.00,0,8.9,279
2025-09-18T21:00,22.0,22.6,0.00,0.00,0,18.1,332
2025-09-18T22:00,20.6,20.7,0.00,0.00,0,18.8,333
2025-09-18T23:00,19.5,19.7,0.00,0.00,0,17.8,325
2025-09-19T00:00,19.1,19.4,0.00,0.00,0,18.4,320
2025-09-19T01:00,18.8,19.2,0.00,0.00,0,16.7,319
2025-09-19T02:00,18.3,18.8,0.00,0.00,0,15.8,311
2025-09-19T03:00,18.4,18.8,0.00,0.00,0,18.9,307
2025-09-19T04:00,18.4,18.9,0.00,0.00,0,18.9,319
2025-09-19T05:00,18.2,18.9,0.00,0.00,0,17.1,318
2025-09-19T06:00,18.0,18.8,0.00,0.00,0,16.0,313
2025-09-19T07:00,19.9,20.7,0.00,0.00,0,16.5,315
2025-09-19T08:00,22.0,23.0,0.00,0.00,0,13.9,307
2025-09-19T09:00,23.5,24.5,0.00,0.00,0,10.1,305
2025-09-19T10:00,25.0,26.6,0.00,0.00,0,11.2,298
2025-09-19T11:00,26.4,28.3,0.00,0.00,0,14.1,307
2025-09-19T12:00,27.3,29.0,0.00,0.00,0,15.7,313
2025-09-19T13:00,27.7,29.1,0.00,0.00,0,16.2,317
2025-09-19T14:00,28.0,29.1,0.00,0.00,1,16.2,318
2025-09-19T15:00,28.0,28.4,0.00,0.00,0,15.5,328
2025-09-19T16:00,27.3,27.2,0.00,0.00,0,16.3,339
2025-09-19T17:00,26.0,26.8,0.00,0.00,0,14.1,343
2025-09-19T18:00,23.9,25.5,0.00,0.00,0,13.7,341
2025-09-19T19:00,23.1,23.5,0.00,0.00,0,21.9,341
2025-09-19T20:00,22.9,23.5,0.00,0.00,0,16.7,334
2025-09-19T21:00,21.5,21.0,0.00,0.00,0,24.7,350
2025-09-19T22:00,20.4,19.8,0.00,0.00,0,22.6,10
2025-09-19T23:00,19.5,18.7,0.00,0.00,0,22.3,17
2025-09-20T00:00,18.6,17.3,0.00,0.00,0,23.3,18
2025-09-20T01:00,17.7,16.1,0.00,0.00,0,23.6,20
2025-09-20T02:00,16.8,15.1,0.00,0.00,0,23.3,25
2025-09-20T03:00,16.1,14.4,0.00,0.00,0,23.3,32
2025-09-20T04:00,15.6,13.8,0.00,0.00,0,22.7,36
2025-09-20T05:00,15.0,13.1,0.00,0.00,0,23.1,35
2025-09-20T06:00,14.5,12.3,0.00,0.00,0,24.0,33
2025-09-20T07:00,15.2,13.2,0.00,0.00,0,20.9,29
2025-09-20T08:00,17.0,14.7,0.00,0.00,0,18.5,34
2025-09-20T09:00,18.7,16.4,0.00,0.00,0,18.8,44
2025-09-20T10:00,20.2,18.4,0.00,0.00,0,17.7,51
2025-09-20T11:00,21.5,20.5,0.00,0.00,0,16.5,54
2025-09-20T12:00,22.5,21.9,0.00,0.00,0,15.0,55
2025-09-20T13:00,23.2,22.7,0.00,0.00,0,13.6,49
2025-09-20T14:00,23.8,23.2,0.00,0.00,0,10.7,49
2025-09-20T15:00,23.8,22.8,0.00,0.00,0,6.8,73
2025-09-20T16:00,23.4,22.4,0.00,0.00,0,5.8,99
2025-09-20T17:00,21.6,20.6,0.00,0.00,0,12.1,140
2025-09-20T18:00,19.5,19.2,0.00,0.00,0,15.2,154
2025-09-20T19:00,18.6,18.6,0.00,0.00,0,13.8,147
2025-09-20T20:00,17.5,17.6,0.00,0.00,3,13.5,127
2025-09-20T21:00,17.0,17.2,0.00,0.00,3,12.9,122
2025-09-20T22:00,16.6,17.0,0.00,0.00,3,11.8,114
2025-09-20T23:00,16.2,16.7,0.00,0.00,3,11.0,104
2025-09-21T00:00,15.6,15.8,0.00,0.00,1,11.3,90
2025-09-21T01:00,15.2,15.3,0.00,0.00,2,12.5,78
2025-09-21T02:00,14.8,14.7,0.00,0.00,3,13.5,74
2025-09-21T03:00,14.5,14.4,0.00,0.00,3,14.3,72
2025-09-21T04:00,14.2,14.0,0.00,0.00,3,15.3,73
2025-09-21T05:00,13.9,13.7,0.00,0.00,3,16.4,73
2025-09-21T06:00,13.8,13.5,0.00,0.00,3,16.8,73
2025-09-21T07:00,15.0,14.8,0.00,0.00,3,17.9,77
2025-09-21T08:00,16.3,16.1,0.00,0.00,3,11.4,69
2025-09-21T09:00,18.3,17.3,0.00,0.00,3,12.2,89
2025-09-21T10:00,19.8,18.1,0.00,0.00,3,11.2,96
2025-09-21T11:00,20.9,19.6,0.00,0.00,3,9.3,106
2025-09-21T12:00,21.8,21.3,0.00,0.00,3,9.4,119
2025-09-21T13:00,22.1,21.7,0.00,0.00,3,9.2,133
2025-09-21T14:00,22.0,21.0,0.00,0.00,3,10.5,149
2025-09-21T15:00,21.0,19.4,0.00,0.00,3,14.1,155
2025-09-21T16:00,19.9,18.1,0.00,0.00,3,16.3,153
2025-09-21T17:00,19.0,17.2,0.00,0.00,0,16.4,142
2025-09-21T18:00,17.7,16.6,0.00,0.00,0,13.3,144
2025-09-21T19:00,17.0,16.1,0.00,0.00,0,13.0,133
2025-09-21T20:00,15.7,15.2,0.00,0.00,0,9.8,134
2025-09-21T21:00,15.2,15.0,0.00,0.00,0,9.9,125
2025-09-21T22:00,14.9,14.8,0.00,0.00,1,8.2,119
2025-09-21T23:00,14.2,13.9,0.00,0.00,2,10.7,99
2025-09-22T00:00,13.6,13.2,0.00,0.00,0,12.7,97
2025-09-22T01:00,13.1,13.0,0.00,0.00,2,10.9,96
2025-09-22T02:00,12.7,12.6,0.00,0.00,3,6.0,80
2025-09-22T03:00,12.6,12.4,0.00,0.00,3,6.7,44
2025-09-22T04:00,12.3,12.3,0.00,0.00,2,7.9,51
2025-09-22T05:00,12.1,12.1,0.00,0.00,0,8.0,31
2025-09-22T06:00,12.0,11.9,0.00,0.00,0,9.2,21
2025-09-22T07:00,13.7,13.7,0.00,0.00,0,10.4,39
2025-09-22T08:00,15.9,16.1,0.00,0.00,0,3.3,41
2025-09-22T09:00,18.0,18.2,0.00,0.00,3,0.6,162
2025-09-22T10:00,19.7,19.5,0.00,0.00,3,4.0,180
2025-09-22T11:00,21.2,20.3,0.00,0.00,3,8.4,187
2025-09-22T12:00,21.7,20.6,0.00,0.00,3,10.9,186
2025-09-22T13:00,22.0,21.4,0.00,0.00,3,12.7,186
2025-09-22T14:00,22.0,21.7,0.00,0.00,2,12.6,183
2025-09-22T15:00,22.6,22.6,0.00,0.00,2,10.7,189
2025-09-22T16:00,22.5,22.5,0.00,0.00,0,9.7,158
2025-09-22T17:00,21.2,20.8,0.00,0.00,0,17.6,158
2025-09-22T18:00,19.9,20.2,0.00,0.00,0,16.1,158
2025-09-22T19:00,19.5,20.1,0.00,0.00,0,17.3,163
2025-09-22T20:00,19.0,19.9,0.00,0.00,0,17.9,167
2025-09-22T21:00,18.6,20.1,0.00,0.00,1,13.4,187
2025-09-22T22:00,18.4,19.6,0.00,0.00,0,14.8,189
2025-09-22T23:00,18.2,19.3,0.00,0.00,1,16.3,202
2025-09-23T00:00,18.2,19.0,0.00,0.00,1,18.5,212
2025-09-23T01:00,18.0,18.8,0.00,0.00,3,17.4,218
2025-09-23T02:00,17.5,18.6,0.00,0.00,1,15.2,221
2025-09-23T03:00,17.2,18.2,0.00,0.00,2,15.6,214
2025-09-23T04:00,17.0,18.1,0.00,0.00,0,15.9,219
2025-09-23T05:00,16.6,18.0,0.00,0.00,0,13.9,227
2025-09-23T06:00,17.0,18.2,0.00,0.00,1,15.8,216
2025-09-23T07:00,18.4,19.5,0.00,0.00,2,13.6,217
2025-09-23T08:00,20.5,21.6,0.00,0.00,3,14.1,208
2025-09-23T09:00,22.4,23.4,0.00,0.00,2,14.9,215
2025-09-23T10:00,25.5,25.9,0.00,0.00,3,21.5,235
2025-09-23T11:00,28.1,28.4,0.00,0.00,1,20.3,243
2025-09-23T12:00,28.9,30.2,0.00,0.00,1,16.3,238
2025-09-23T13:00,28.8,29.7,0.00,0.00,2,16.5,231
2025-09-23T14:00,29.4,30.3,0.00,0.00,1,13.3,220
2025-09-23T15:00,29.5,30.6,0.00,0.00,3,11.1,205
2025-09-23T16:00,29.2,30.3,0.00,0.00,3,11.4,186
2025-09-23T17:00,27.8,29.4,0.00,0.00,3,11.6,172
2025-09-23T18:00,26.0,29.8,0.00,0.00,3,6.7,185
2025-09-23T19:00,25.6,28.4,0.00,0.00,3,4.8,307
2025-09-23T20:00,21.9,25.5,3.90,3.90,63,1.9,221
2025-09-23T21:00,20.9,24.2,2.20,2.20,61,1.5,69
2025-09-23T22:00,20.9,24.0,0.50,0.50,53,11.7,201
2025-09-23T23:00,20.8,23.8,0.00,0.00,3,12.5,201
2025-09-24T00:00,20.6,23.5,0.00,0.00,2,12.4,201
2025-09-24T01:00,20.1,23.2,0.00,0.00,1,10.1,215
2025-09-24T02:00,19.5,22.2,0.00,0.00,1,10.8,234
2025-09-24T03:00,19.3,22.4,0.00,0.00,2,6.9,227
2025-09-24T04:00,18.9,22.0,0.00,0.00,2,6.0,229
2025-09-24T05:00,18.4,21.1,0.00,0.00,3,2.6,34
2025-09-24T06:00,18.5,21.3,0.00,0.00,3,5.1,45
2025-09-24T07:00,19.9,23.1,0.00,0.00,3,4.3,75
2025-09-24T08:00,22.1,25.5,0.00,0.00,3,7.6,161
2025-09-24T09:00,23.6,27.5,0.00,0.00,3,3.1,170
2025-09-24T10:00,24.3,27.8,0.00,0.00,3,5.9,169
2025-09-24T11:00,25.2,28.6,0.00,0.00,3,6.7,171
2025-09-24T12:00,26.0,29.4,0.00,0.00,3,7.6,177
2025-09-24T13:00,26.6,29.8,0.00,0.00,3,7.1,165
2025-09-24T14:00,26.5,29.4,0.10,0.10,51,9.0,165
2025-09-24T15:00,25.9,28.8,0.10,0.10,51,9.3,153
2025-09-24T16:00,23.3,24.5,0.00,0.00,3,24.7,175
2025-09-24T17:00,21.4,24.1,0.40,0.40,51,10.2,116
2025-09-24T18:00,21.5,24.3,0.10,0.10,51,12.4,129
2025-09-24T19:00,20.9,24.4,0.70,0.70,53,5.2,149
2025-09-24T20:00,21.2,24.1,0.00,0.00,3,14.6,103
2025-09-24T21:00,20.9,24.1,0.70,0.70,53,9.9,109
2025-09-24T22:00,20.5,23.4,0.90,0.90,53,16.5,100
2025-09-24T23:00,20.5,23.7,1.70,1.70,61,11.6,86
2025-09-25T00:00,20.3,22.8,0.60,0.60,53,18.8,117
2025-09-25T01:00,20.1,22.6,0.60,0.60,53,16.4,141
2025-09-25T02:00,19.9,21.7,5.30,5.30,63,22.1,145
2025-09-25T03:00,20.0,21.9,9.10,9.10,65,23.4,150
2025-09-25T04:00,20.0,22.6,17.10,17.10,65,16.2,176
2025-09-25T05:00,20.4,22.9,0.70,0.70,53,16.7,199
2025-09-25T06:00,20.6,23.3,0.00,0.00,3,15.2,175
2025-09-25T07:00,20.6,22.8,0.10,0.10,51,20.3,163
2025-09-25T08:00,21.5,24.3,4.40,4.40,63,17.6,196
2025-09-25T09:00,21.7,24.6,1.70,1.70,61,14.7,203
2025-09-25T10:00,23.5,26.8,0.10,0.10,51,10.6,206
2025-09-25T11:00,23.4,27.1,2.50,2.50,63,7.7,144
2025-09-25T12:00,22.8,26.3,1.20,1.20,55,13.6,149
2025-09-25T13:00,24.9,28.4,0.30,0.30,51,16.2,181
2025-09-25T14:00,23.4,25.8,1.50,1.50,61,26.5,188
2025-09-25T15:00,23.9,26.2,0.40,0.40,51,23.6,195
2025-09-25T16:00,23.6,26.9,0.80,0.80,53,16.7,158
2025-09-25T17:00,24.0,27.0,0.20,0.20,51,25.1,196
2025-09-25T18:00,23.5,25.9,0.10,0.10,51,29.1,218
2025-09-25T19:00,23.2,25.8,0.00,0.00,3,27.7,220
2025-09-25T20:00,22.6,25.2,0.20,0.20,51,24.8,230
2025-09-25T21:00,22.1,24.6,0.00,0.00,3,25.9,241
2025-09-25T22:00,22.0,24.7,0.00,0.00,3,21.9,258
2025-09-25T23:00,21.5,24.3,0.00,0.00,1,17.5,287
2025-09-26T00:00,20.7,23.3,0.00,0.00,3,15.4,289
2025-09-26T01:00,19.8,22.3,0.00,0.00,3,13.2,287
2025-09-26T02:00,19.5,21.9,0.00,0.00,3,14.3,293
2025-09-26T03:00,19.5,21.9,0.00,0.00,3,13.5,295
2025-09-26T04:00,19.2,21.6,0.00,0.00,3,11.7,295
2025-09-26T05:00,18.7,21.0,0.00,0.00,3,11.1,292
2025-09-26T06:00,18.6,21.0,0.00,0.00,3,9.8,284
2025-09-26T07:00,19.2,21.5,0.00,0.00,3,10.5,276
2025-09-26T08:00,21.5,23.8,0.00,0.00,1,10.3,297
2025-09-26T09:00,22.9,24.8,0.00,0.00,2,8.5,305
2025-09-26T10:00,24.1,26.5,0.00,0.00,0,8.3,304
2025-09-26T11:00,25.2,28.2,0.00,0.00,0,6.8,282
2025-09-26T12:00,26.1,28.6,0.00,0.00,0,9.4,273
2025-09-26T13:00,26.4,28.3,0.00,0.00,0,11.3,277
2025-09-26T14:00,26.5,27.9,0.00,0.00,1,12.8,281
2025-09-26T15:00,26.4,27.5,0.00,0.00,0,12.6,279
2025-09-26T16:00,26.0,27.3,0.00,0.00,1,11.5,269
2025-09-26T17:00,24.9,27.0,0.00,0.00,0,10.9,262
2025-09-26T18:00,23.2,25.4,0.00,0.00,0,14.5,256
2025-09-26T19:00,22.3,24.7,0.00,0.00,3,13.1,270
2025-09-26T20:00,21.9,24.0,0.00,0.00,3,14.1,274
2025-09-26T21:00,21.4,23.4,0.00,0.00,3,15.1,305
2025-09-26T22:00,20.7,22.7,0.00,0.00,3,15.3,328
2025-09-26T23:00,20.1,21.7,0.00,0.00,3,15.7,338
2025-09-27T00:00,19.9,21.1,0.00,0.00,0,16.2,345
2025-09-27T01:00,19.0,20.3,0.00,0.00,3,14.2,360
2025-09-27T02:00,18.4,19.7,0.00,0.00,3,11.8,354
2025-09-27T03:00,18.1,19.4,0.00,0.00,2,12.6,343
2025-09-27T04:00,17.8,18.9,0.00,0.00,2,14.8,355
2025-09-27T05:00,17.2,18.4,0.00,0.00,0,13.8,15
2025-09-27T06:00,16.9,18.0,0.00,0.00,2,14.1,31
2025-09-27T07:00,18.0,19.3,0.00,0.00,2,14.1,35
2025-09-27T08:00,19.4,20.9,0.00,0.00,3,11.4,23
2025-09-27T09:00,21.0,22.7,0.00,0.00,3,5.0,30
2025-09-27T10:00,23.0,24.9,0.00,0.00,3,3.4,58
2025-09-27T11:00,23.8,25.6,0.00,0.00,3,3.1,130
2025-09-27T12:00,24.4,26.0,0.00,0.00,3,3.4,155
2025-09-27T13:00,24.2,25.6,0.00,0.00,3,7.0,179
2025-09-27T14:00,23.9,25.1,0.00,0.00,3,7.7,179
2025-09-27T15:00,23.8,24.8,0.00,0.00,3,7.9,177
2025-09-27T16:00,22.9,24.2,0.00,0.00,3,7.7,168
2025-09-27T17:00,22.1,23.8,0.00,0.00,3,9.4,169
2025-09-27T18:00,20.9,22.9,0.00,0.00,3,11.0,170
2025-09-27T19:00,20.5,22.8,0.00,0.00,3,8.9,166
2025-09-27T20:00,21.0,23.6,0.10,0.10,51,8.1,174
2025-09-27T21:00,21.0,23.7,0.00,0.00,3,5.7,198
2025-09-27T22:00,20.6,22.8,0.00,0.00,3,10.9,189
2025-09-27T23:00,20.3,22.1,0.00,0.00,3,13.6,172
2025-09-28T00:00,19.8,21.9,0.50,0.50,53,6.3,165
2025-09-28T01:00,19.3,21.2,0.00,0.00,3,8.1,133
2025-09-28T02:00,19.2,21.4,0.10,0.10,51,8.5,148
2025-09-28T03:00,19.0,21.3,0.00,0.00,3,1.9,112
2025-09-28T04:00,18.5,20.8,0.00,0.00,3,2.5,69
2025-09-28T05:00,18.1,20.5,0.00,0.00,3,1.8,294
2025-09-28T06:00,17.7,19.9,0.00,0.00,0,5.3,252
2025-09-28T07:00,19.1,21.4,0.00,0.00,0,8.4,239
2025-09-28T08:00,20.6,23.1,0.00,0.00,0,5.8,219
2025-09-28T09:00,21.9,24.1,0.00,0.00,0,6.6,241
2025-09-28T10:00,23.2,25.3,0.00,0.00,0,7.6,265
2025-09-28T11:00,24.5,27.0,0.00,0.00,0,8.7,264
2025-09-28T12:00,25.5,28.7,0.00,0.00,0,8.5,257
2025-09-28T13:00,26.4,29.6,0.00,0.00,0,8.8,255
2025-09-28T14:00,27.2,29.8,0.00,0.00,0,8.6,268
2025-09-28T15:00,27.9,29.6,0.00,0.00,0,7.7,270
2025-09-28T16:00,28.0,29.5,0.00,0.00,0,7.6,284
2025-09-28T17:00,27.0,30.0,0.00,0.00,0,5.5,257
2025-09-28T18:00,24.2,26.6,0.00,0.00,0,12.2,224
2025-09-28T19:00,23.5,25.6,0.00,0.00,0,18.2,244
2025-09-28T20:00,22.6,24.9,0.00,0.00,0,15.5,241
2025-09-28T21:00,21.8,24.0,0.00,0.00,0,13.1,247
2025-09-28T22:00,21.1,23.3,0.00,0.00,1,11.4,252
2025-09-28T23:00,20.5,23.0,0.00,0.00,0,9.3,316
2025-09-29T00:00,20.0,22.0,0.00,0.00,3,13.8,9
2025-09-29T01:00,20.2,21.7,0.00,0.00,3,16.7,8
2025-09-29T02:00,19.6,20.9,0.00,0.00,3,18.4,12
2025-09-29T03:00,19.1,19.9,0.00,0.00,3,20.8,10
2025-09-29T04:00,18.5,18.6,0.00,0.00,3,22.7,13
2025-09-29T05:00,17.8,17.5,0.00,0.00,3,23.4,19
2025-09-29T06:00,17.2,16.9,0.00,0.00,3,22.2,25
2025-09-29T07:00,17.7,17.5,0.00,0.00,3,21.0,29
2025-09-29T08:00,18.7,18.9,0.00,0.00,3,22.6,27
2025-09-29T09:00,20.2,20.2,0.00,0.00,3,14.5,27
2025-09-29T10:00,21.5,21.5,0.00,0.00,3,12.8,38
2025-09-29T11:00,22.9,23.0,0.00,0.00,3,10.6,48
2025-09-29T12:00,24.0,24.7,0.00,0.00,3,8.8,51
2025-09-29T13:00,24.1,24.3,0.00,0.00,3,7.3,46
2025-09-29T14:00,24.0,24.1,0.00,0.00,3,7.9,41
2025-09-29T15:00,23.6,23.8,0.00,0.00,3,8.2,41
2025-09-29T16:00,23.1,24.0,0.00,0.00,3,6.0,44
2025-09-29T17:00,22.5,24.6,0.00,0.00,3,3.1,90
2025-09-29T18:00,21.2,22.8,0.00,0.00,3,4.2,149
2025-09-29T19:00,20.1,21.7,0.00,0.00,3,5.2,186
2025-09-29T20:00,19.4,21.0,0.00,0.00,3,11.2,213
2025-09-29T21:00,19.0,20.7,0.00,0.00,3,10.8,228
2025-09-29T22:00,18.6,20.5,0.00,0.00,3,9.7,246
2025-09-29T23:00,18.4,20.1,0.00,0.00,3,9.4,278
2025-09-30T00:00,18.1,19.8,0.00,0.00,3,9.8,311
2025-09-30T01:00,17.9,19.3,0.00,0.00,3,10.6,318
2025-09-30T02:00,17.6,18.8,0.00,0.00,3,11.6,323
2025-09-30T03:00,17.4,18.5,0.00,0.00,3,12.0,338
2025-09-30T04:00,17.1,18.1,0.00,0.00,3,12.1,357
2025-09-30T05:00,17.0,17.7,0.00,0.00,3,16.1,4
2025-09-30T06:00,17.0,17.2,0.00,0.00,3,18.1,10
2025-09-30T07:00,17.5,17.6,0.00,0.00,3,16.9,14
2025-09-30T08:00,18.6,18.8,0.00,0.00,3,21.2,20
2025-09-30T09:00,20.2,19.9,0.00,0.00,3,15.3,13
2025-09-30T10:00,21.6,21.1,0.00,0.00,3,15.0,14
2025-09-30T11:00,22.9,22.5,0.00,0.00,3,14.1,13
2025-09-30T12:00,24.4,24.2,0.00,0.00,3,16.2,15
2025-09-30T13:00,25.1,24.5,0.00,0.00,3,15.8,17
2025-09-30T14:00,25.3,24.7,0.00,0.00,3,16.1,22
2025-09-30T15:00,25.4,24.9,0.00,0.00,3,16.2,29
2025-09-30T16:00,24.6,24.8,0.00,0.00,3,14.6,27
2025-09-30T17:00,23.2,24.0,0.00,0.00,3,13.6,15
2025-09-30T18:00,21.6,21.6,0.00,0.00,3,23.7,7
2025-09-30T19:00,21.2,20.7,0.00,0.00,3,25.9,19
2025-09-30T20:00,20.3,19.5,0.00,0.00,3,25.1,16
2025-09-30T21:00,19.6,17.2,0.00,0.00,3,28.6,26
2025-09-30T22:00,18.8,16.1,0.00,0.00,1,27.9,25
2025-09-30T23:00,18.1,16.1,0.00,0.00,1,25.6,22
